,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IS_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics
21,9159.0,1420.09,10664.0,4353.0,7535.0,6866.0,68009.7653061,4342.6,968.2,33658.0,9230.12,53087.0,7997.0,2297.0,5221.51,3085.44,1980.76,47957.0,1402.0,835.46,926.0,425.0,765.0,14446.0,12939.0,19019.3877551,6326.0,6686.0,4174.0,15012.0,1721.0,3282.63
22,9275.0,1359.92,10611.0,4199.0,7783.0,6386.0,70032.8061224,4409.0,949.5,34416.0,9179.15,53965.0,8114.0,2389.0,5371.24,3223.24,1913.41,50167.0,1403.0,898.21,918.0,412.0,716.0,15203.0,13122.0,19521.428571400003,6384.0,6511.0,4176.0,14885.0,1795.0,3163.08
23,9321.0,1417.82,10419.0,4271.0,7875.0,6351.0,69871.0918367,4580.9,944.1,34616.0,9110.73,54246.0,7832.0,2376.0,5414.25,3256.42,2018.48,50831.0,1212.0,820.31,905.0,421.0,806.0,14452.0,12963.0,19057.1428571,6484.0,6594.0,4258.0,15156.0,1812.0,3436.14
24,9287.0,1443.3,10438.0,4251.0,7705.0,7382.0,69241.6530612,4349.0,970.0,34443.0,9092.65,54500.0,7829.0,2327.0,5296.21,3247.86,2044.23,51242.0,1395.0,757.06,911.0,404.0,773.0,14272.0,12928.0,18993.877550999998,6521.0,6469.0,4161.0,14936.0,1771.0,3454.47
25,9296.0,1460.7,10467.0,4174.0,7726.0,7479.0,69679.4693878,4341.5,954.2,34849.0,9139.29,54872.0,7595.0,2383.0,5319.97,3265.78,2053.35,52655.0,1385.0,936.44,883.0,406.0,773.0,15059.0,12678.0,19497.9591837,6435.0,6340.0,4178.0,14677.0,1779.0,3444.58
26,7828.0,1502.82,8926.0,3961.0,6489.0,6617.0,57574.5918367,3440.5,786.1,30359.0,8028.04,46714.0,7008.0,2248.0,4838.77,2830.53,2067.11,40873.0,1228.0,814.31,747.0,407.0,743.0,12497.0,11394.0,17160.2040816,5459.0,5953.0,4114.0,12345.0,1634.0,3207.88
27,6725.0,1384.65,8224.0,3824.0,6683.0,6455.0,50659.6428571,3381.0,745.0,26074.0,7717.7,42765.0,6542.0,2202.0,4571.46,2460.89,2067.5,34278.0,1167.0,650.82,710.0,431.0,804.0,11213.0,10770.0,15140.816326499998,4829.0,5057.0,3954.0,11983.0,1508.0,3112.95
28,9478.0,1437.54,10367.0,4523.12,7181.0,7574.0,68507.2959184,4370.4,965.2,31828.0,8954.61,52476.0,8184.0,2267.0,5257.19,3396.97,2152.1,46063.0,1475.0,805.02,905.0,405.0,720.0,14186.0,13013.77,19540.8163265,6377.0,6784.0,4073.0,14790.0,1785.0,3456.71
29,9502.0,1467.82,10817.0,4241.6,7115.0,7518.0,69043.38775510003,4522.7,973.0,33400.0,8838.13,53564.0,7877.0,2316.0,5318.44,3460.4,2156.64,48625.0,1482.0,911.47,908.0,409.0,703.0,14541.0,13394.65,19727.551020400002,6593.0,6531.0,4109.0,14775.0,1857.0,3455.77
30,9575.0,1471.2,10510.0,4255.79,7259.0,6783.0,69044.26530610003,4286.1,972.9,34169.0,8975.88,54453.0,7702.0,2378.0,5555.22,3508.7,2156.62,50641.0,1460.0,853.63,912.0,419.0,709.0,14787.0,12989.6,20190.8163265,6443.0,6500.0,4195.0,15038.0,1861.0,3210.81
31,9550.0,1507.7,10661.0,4335.97,7414.0,6439.0,69150.82653060001,4311.7,976.2,34004.0,9110.11,55293.0,7791.0,2488.0,5649.5,3539.74,2141.71,51204.0,1261.0,832.64,905.0,430.0,726.0,14763.0,12918.74,20234.6938776,6371.0,6717.0,4373.0,14817.0,1883.0,3480.89
32,9773.0,1532.83,10725.0,4390.74,7551.0,6856.0,69726.2142857,4317.5,956.0,33870.0,8819.4,55781.0,7984.0,2567.0,5560.41,3536.72,2157.16,52941.0,1354.0,898.9,884.0,447.0,746.0,15381.0,13001.8,20282.653061200002,6423.0,6493.0,4422.0,14527.0,1929.0,3470.07
33,8095.0,1563.24,9158.0,4051.01,6483.0,6443.0,58112.7857143,3489.7,799.0,29125.0,8191.66,47412.0,7415.0,2372.0,5094.36,3110.02,2062.57,42504.0,1241.0,758.33,759.0,449.0,766.0,12922.0,11716.51,18622.448979599998,5252.0,6018.0,4347.0,12612.0,1690.0,3233.34
34,7027.0,1454.95,8186.0,4061.42,6302.0,6320.0,49480.602040800004,3282.4,765.0,25181.0,7844.77,42341.0,6906.0,2294.0,4789.56,2704.74,2040.37,34138.0,1203.0,731.94,714.0,494.0,828.0,10793.0,11433.86,15877.5510204,4582.0,5380.0,4232.0,12148.0,1542.0,3185.17
35,9525.0,1443.0,10926.0,3800.0,5844.0,7994.0,71983.5164835,4201.0,950.0,31403.0,9441.0,53861.0,5815.0,2031.0,4836.0,3224.0,2051.0,42982.0,1329.0,708.0,919.0,380.0,807.0,14821.0,13402.0,18541.0,6209.0,5708.0,4258.0,16090.0,1496.0,3407.0
36,10025.0,1460.0,11076.0,3884.84848485,5721.0,8279.0,72256.043956,3993.0,939.0,31627.0,9271.0,55726.0,4929.0,2209.0,5015.0,3415.0,2099.0,44646.0,1378.0,711.0,913.0,385.0,776.0,15078.0,13710.0,19176.0,6275.0,5709.0,4285.0,16097.0,1700.0,3504.0
37,9449.0,1468.0,11510.0,3978.78787879,5741.0,8368.0,72843.956044,3276.0,941.0,31925.0,9285.0,55715.0,5124.0,2072.0,4873.0,3330.0,2063.0,45019.0,1400.0,720.0,938.0,370.0,787.0,15242.0,13869.0,18850.0,6273.0,5817.0,4320.0,16174.0,1528.0,3398.0
38,9463.0,1509.0,11275.0,3889.8989899000003,5476.0,8192.0,71639.5604396,3492.0,942.0,31915.0,9464.0,55683.0,4813.0,2137.0,4969.0,3309.0,2071.0,45248.0,1423.0,703.0,914.0,381.0,781.0,15191.0,13865.0,19272.0,6262.0,5972.0,4503.0,16387.0,1508.0,3458.0
39,9359.0,1444.0,11065.0,3989.8989899000003,5428.0,8563.0,73192.3076923,3383.0,955.0,31493.0,9700.0,54675.0,5039.0,2012.0,4919.0,3321.0,2051.0,45236.0,1383.0,705.0,910.0,372.0,800.0,15519.0,14277.0,18822.0,6282.0,5633.0,4359.0,16210.0,1508.0,3360.0
40,7878.0,1469.0,9774.0,3811.11111111,4059.0,7233.0,58170.32967030001,2507.0,794.0,27598.0,8477.0,46132.0,4500.0,1855.0,4561.0,2849.0,1987.0,37737.0,1223.0,568.0,767.0,370.0,773.0,12860.0,12929.0,17199.0,5273.0,5234.0,4170.0,13870.0,1410.0,3191.0
41,6783.0,1453.0,8912.0,3614.14141414,4420.0,6825.0,50374.725274699995,3257.0,751.0,23535.0,8114.0,41568.0,4135.0,1789.0,4292.0,2544.0,1962.0,31543.0,1159.0,512.0,732.0,379.0,878.0,11474.0,12183.0,14671.0,4682.0,4582.0,4190.0,13436.0,1273.0,3117.0
42,9581.0,1422.0,10493.0,3989.0,5575.0,7798.0,71425.7731959,4603.0,981.0,32254.0,9304.0,53087.0,5117.0,2079.0,5048.0,3235.0,2054.0,44199.0,1369.0,819.0,896.0,363.0,760.0,14735.0,13139.0,18380.0,6145.0,5938.0,4060.0,15724.0,1680.0,2973.0
43,9513.0,1409.0,10757.0,4178.0,5531.0,7813.0,71151.5463918,4549.0,977.0,32760.0,9119.0,54112.0,4945.0,2094.0,5083.0,3318.0,2045.0,45959.0,1389.0,895.0,909.0,359.0,763.0,15167.0,13341.0,18489.0,6241.0,6043.0,4171.0,15492.0,1713.0,3413.0
44,9170.0,1453.0,10730.0,4110.0,5683.0,7761.0,71231.9587629,4528.0,984.0,32836.0,9238.0,54625.0,4961.0,2070.0,5105.0,3309.0,2071.0,46016.0,1376.0,789.0,918.0,357.0,766.0,15134.0,13300.0,18493.0,6309.0,5970.0,4150.0,15775.0,1714.0,3424.0
45,9286.0,1439.0,10989.0,4073.0,5899.0,7765.0,71105.1546392,4567.0,991.0,32546.0,9409.0,54586.0,5232.0,2056.0,5053.0,3362.0,2012.0,45497.0,1391.0,877.0,907.0,361.0,736.0,15099.0,13579.0,18724.0,6317.0,6023.0,4094.0,15998.0,1708.0,3375.0
46,9326.0,1453.0,10965.0,3986.0,5724.0,7753.0,71125.7731959,4506.0,975.0,32506.0,9561.0,54356.0,4538.0,2037.0,5065.0,3397.0,2038.0,46218.0,1379.0,846.0,890.0,361.0,764.0,15522.0,13935.0,18631.0,6228.0,5759.0,4087.0,15939.0,1740.0,3434.0
47,7625.0,1499.0,9283.0,3655.0,4498.0,6723.0,59419.5876289,3608.0,813.0,27981.0,8282.0,45680.0,4540.0,1993.0,4656.0,2907.0,2001.0,38165.0,1203.0,741.0,764.0,367.0,767.0,12780.0,12898.0,17280.0,5127.0,5353.0,3993.0,13448.0,1629.0,3186.0
48,6795.0,1411.0,8898.0,3736.0,4154.0,6557.0,51791.7525773,3444.0,776.0,23704.0,7937.0,41420.0,4106.0,1880.0,4431.0,2539.0,1943.0,31016.0,1154.0,675.0,729.0,373.0,788.0,11030.0,12049.0,14786.0,4518.0,4645.0,3964.0,12904.0,1492.0,3151.0
49,9566.0,1438.0,10746.0,4075.0,8024.0,7726.0,71889.69072160001,4639.4,1034.0,30439.0,9484.0,52801.492722,6409.0,2045.0,5029.0,3368.0,2107.0,44510.0,1437.0,785.0,928.0,363.0,778.0,15133.0,13558.0,18612.0,5926.0,5682.0,4059.0,15483.0,1750.0,3218.0
50,9429.0,1456.0,10879.0,3969.0,8059.0,7902.0,71997.9381443,4645.1,1017.0,30948.0,9469.0,54272.740722,6602.0,2145.0,5200.0,3430.0,2092.0,47063.0,1512.0,843.0,963.0,366.0,780.0,14958.0,13814.0,19287.0,6235.0,5976.0,4100.0,15499.0,1761.0,3146.0
51,9086.0,1472.0,11050.0,4053.0,8181.0,7866.0,72631.9587629,4590.2,1059.0,31592.0,9669.0,55980.14472200001,6616.0,2164.0,5260.0,3414.0,2081.0,48284.0,1471.0,844.0,984.0,369.0,799.0,15577.0,13750.0,19444.0,6110.0,5946.0,4138.0,15926.0,1833.0,3410.0
52,9580.0,1511.0,10919.0,4112.0,8450.0,7943.0,73311.3402062,4835.2,1057.0,30463.0,9452.0,55579.755722,6779.0,2190.0,5471.0,3399.0,2083.0,48626.0,1507.0,894.0,981.0,384.0,798.0,15431.0,14035.0,19874.0,6029.0,6138.0,4300.0,15644.0,1786.0,3218.0
53,9474.0,1487.0,10826.0,4149.0,8452.0,7877.0,71063.9175258,4632.8,1039.0,30479.0,7411.0,54027.401722,6928.0,2182.0,5341.0,3411.0,2091.0,48834.0,1477.0,852.0,950.0,386.0,809.0,14858.0,13792.0,19226.0,5989.0,6331.0,4300.0,15344.0,1803.0,3400.0
54,7800.0,1503.0,9470.0,3922.0,6548.0,6713.0,59042.2680412,3689.6,833.0,26871.0,7184.0,46205.50272200001,6478.0,1976.0,4871.0,2984.0,1968.0,38156.0,1259.0,711.0,802.0,386.0,792.0,13036.0,12815.0,17701.0,4985.0,5757.0,4104.0,13207.0,1610.0,3131.0
55,7133.0,1444.0,8675.0,3726.0,6090.0,6530.0,51726.8041237,3487.6,820.0,23403.0,7812.0,42092.688722000006,5665.0,1885.0,4394.0,2658.0,1978.0,30587.0,1195.0,678.0,761.0,394.0,825.0,11478.0,12416.0,15098.0,4480.0,4898.0,3934.0,13016.0,1483.0,3091.0
56,9577.0,1469.65,10404.0,4217.49,7859.0,7958.0,68944.5918367,4506.3,1033.3,30300.0,9396.17,52475.0,6619.0,2156.0,5032.88,3406.85,2080.67,43867.0,1498.0,909.14,946.0,365.0,753.0,15032.0,13420.88,19672.448979599998,6056.0,6600.0,4057.0,15751.0,1760.0,3469.37
57,9527.0,1493.79,10507.0,4189.13,7862.0,7934.0,69380.8979592,4485.1,1011.8,31659.0,9344.3,53171.0,6381.0,2128.0,5050.27,3410.81,2034.68,44397.0,1506.0,829.88,961.0,354.0,746.0,14811.0,13282.69,19765.3061224,6116.0,6599.0,4178.0,15625.0,1782.0,3492.11
58,9408.0,1422.42,10694.0,4100.3,7953.0,8069.0,68536.4693878,4514.4,1004.0,30960.0,9384.7,52963.0,6309.0,2085.0,5065.56,3506.88,2071.26,46075.0,1496.0,828.83,965.0,354.0,749.0,14879.0,13272.16,19939.795918400006,6209.0,6350.0,4056.0,15456.0,1785.0,3515.52
59,9439.0,1448.07,10459.0,3785.21,7843.0,8027.0,67897.9897959,4500.3,1027.1,31313.0,9420.72,52930.0,6307.0,2065.0,5059.28,3395.67,2076.38,45805.0,1542.0,769.86,983.0,355.0,765.0,14808.0,13199.07,19937.755102000006,6136.0,6251.0,4171.0,15562.0,1757.0,3450.45
60,9191.0,1465.03,10557.0,3796.27,8050.0,8002.0,68541.255102,4497.9,1057.1,31623.0,9695.73,52822.0,5948.0,2073.0,5075.12,3489.21,2088.6,43549.0,1516.0,812.18,959.0,351.0,773.0,14850.0,13511.61,20022.448979599998,6152.0,6256.0,4249.0,15715.0,1743.0,3488.19
61,7640.0,1488.61,9042.0,3692.62,6270.0,7033.0,56529.5102041,3586.2,875.7,27322.0,8586.49,45020.0,5779.0,1921.0,4648.05,3283.35,1983.8,35334.0,1319.0,760.49,816.0,357.0,764.0,12485.0,12777.95,18303.0612245,5120.0,5641.0,4151.0,13199.0,1514.0,3290.23
62,6691.0,1416.31,8327.0,3740.01,6264.0,6688.0,49401.86734690001,3427.8,820.1,23829.0,8202.42,41126.0,5365.0,1846.0,4393.76,3011.03,1970.08,28786.0,1256.0,622.88,768.0,400.0,832.0,11158.0,11680.38,15813.265306099998,4523.0,5039.0,4062.0,12871.0,1417.0,3239.8
63,9555.0,1463.0,10588.0,4382.43,7428.0,8261.0,68835.6632653,4668.3,1077.4,31023.0,9861.17,55956.0,7205.0,2152.0,5174.39,3565.38,2170.39,44440.0,1609.0,816.59,1051.0,379.0,758.0,15057.0,14081.73,20309.1836735,6114.0,6480.0,4051.0,16780.0,1809.0,3556.73
64,10388.0,1478.0,10890.0,4386.97,7860.0,8429.0,69558.8469388,4673.6,1037.1,31498.0,9817.82,57128.0,7334.0,2287.0,5509.81,3542.12,2189.72,46463.0,1604.0,918.52,1019.0,368.0,741.0,14896.0,14319.14,20539.795918400006,6180.0,6619.0,4085.0,17050.0,1955.0,3665.33
65,10298.0,1547.0,10574.0,4334.43,7723.0,8549.0,70222.9183673,4698.3,1054.6,31479.0,9940.92,56942.0,7150.0,2273.0,5568.3,3633.11,2166.41,45693.0,1569.0,824.47,994.0,373.0,712.0,15078.0,14403.74,21193.877550999998,6204.0,6622.0,4262.0,16910.0,1923.0,3763.79
66,9837.0,1529.0,10389.0,4222.15,7628.0,8514.0,68780.2755102,4724.3,1052.1,31276.0,9689.16,55515.0,6646.0,2215.0,5744.82,3591.16,2177.04,44264.0,1619.0,821.36,1009.0,370.0,651.0,14443.0,14598.07,21081.632653099998,6266.0,6630.0,4412.0,17268.0,1845.0,3780.88
67,9716.0,1530.0,10485.0,3987.15,7479.0,8425.0,68729.7142857,4641.5,1048.0,32059.0,9955.17,55317.0,6287.0,2198.0,5364.06,3662.47,2177.38,44820.0,1564.0,868.15,987.0,374.0,726.0,14979.0,14625.73,21377.551020400002,6351.0,6642.0,4636.0,16815.0,1792.0,3652.77
68,7875.0,1528.0,9138.0,3908.46,5879.0,7446.0,57826.8469388,3822.2,871.7,28169.0,8887.39,47203.0,6029.0,2046.0,4943.1,3324.5,2080.44,35888.0,1362.0,704.03,812.0,384.0,705.0,12499.0,13486.59,19454.081632700007,5196.0,6103.0,4315.0,14813.0,1639.0,3542.36
69,7327.0,1447.0,8458.0,3845.87,5259.0,7101.0,51516.2142857,3696.0,842.2,24435.0,8480.64,42718.0,5500.0,1989.0,4733.07,2872.58,2052.86,31235.0,1317.0,756.37,776.0,397.0,763.0,11345.0,12593.96,16420.4081633,4567.0,5163.0,4080.0,13951.0,1544.0,3382.1
70,9286.0,1446.0,11031.0,4202.02020202,5759.0,7829.0,69416.4835165,4175.0,1117.0,30908.0,10849.0,56403.0,4402.0,1975.0,4743.0,3352.0,2120.0,41506.0,1463.0,800.0,1048.0,383.0,919.0,15524.0,16218.0,18520.0,6131.0,6379.0,4535.0,18328.0,1400.0,3329.0
71,9338.0,1475.0,11013.0,4434.34343434,5748.0,7688.0,71319.78021980001,4125.0,1114.0,31386.0,10665.0,56698.0,4319.0,1997.0,4750.0,3389.0,2073.0,43025.0,1401.0,867.0,1046.0,370.0,910.0,15456.0,16264.0,18416.0,6041.0,6487.0,4568.0,17705.0,1468.0,3340.0
72,9128.0,1463.0,10786.0,3915.15151515,5431.0,7737.0,71600.0,4037.0,1112.0,30672.0,10539.0,55731.0,4276.0,2005.0,4763.0,3422.0,2075.0,42868.0,1399.0,792.0,1035.0,367.0,921.0,15569.0,15514.0,18516.0,6042.0,6224.0,4499.0,17381.0,1511.0,3366.0
73,9281.0,1428.0,10860.0,3923.23232323,5333.0,7720.0,70228.5714286,4471.0,1083.0,30777.0,10374.0,55614.0,4228.0,1955.0,4786.0,3353.0,2085.0,41958.0,1399.0,769.0,964.0,361.0,885.0,15107.0,15790.0,18010.0,6048.0,6072.0,4366.0,17892.0,1439.0,3328.0
74,9686.0,1402.0,10880.0,4289.898989900002,5734.0,7886.0,69160.4395604,4462.0,1080.0,31523.0,10920.0,58062.0,4557.0,1964.0,4723.0,3463.0,2088.0,42708.0,1388.0,782.0,944.0,370.0,895.0,15584.0,16166.0,18390.0,6047.0,6030.0,4346.0,18148.0,1460.0,3221.0
75,7954.0,1427.0,9481.0,3714.14141414,4642.0,6868.0,58092.3076923,3155.0,943.0,27492.0,9276.0,53073.0,4387.0,1815.0,4340.0,2939.0,2003.0,36643.0,1207.0,786.0,850.0,370.0,894.0,12824.0,15153.0,16930.0,4920.0,5354.0,4258.0,15580.0,1370.0,3056.0
76,6717.0,1393.0,9184.0,3740.4040403999998,3982.0,6395.0,50001.0989011,3113.0,890.0,23822.0,8808.0,49109.0,3770.0,1785.0,4118.0,2579.0,1997.0,30030.0,1143.0,580.0,795.0,387.0,979.0,11211.0,14317.0,14314.0,4451.0,4765.0,4159.0,14786.0,1259.0,3075.0
77,9618.0,1511.0,10913.0,4302.0,5460.0,8314.0,73748.4536082,4810.0,1071.0,29882.0,10268.0,56980.0,4211.0,1986.0,4971.0,3356.0,1861.0,41558.0,1497.0,883.0,952.0,375.0,915.0,15318.0,16326.0,19649.0,5921.0,6158.0,4683.0,17648.0,1726.0,3489.0
78,9800.0,1586.0,10921.0,4330.0,5742.0,8721.0,74261.8556701,4661.0,1049.0,30136.0,10405.0,58451.0,4154.0,2125.0,4959.0,3352.0,1884.0,43829.0,1484.0,889.0,958.0,420.0,897.0,15320.0,16300.0,19858.0,6001.0,6445.0,5083.0,17758.0,1796.0,3544.0
