,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IS_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics
10,7704.0,1528.0,9311.0,4217.0,4500.0,6839.0,60047.4226804,3619.0,728.0,29802.0,8277.0,46859.0,6825.0,2234.0,4751.0,2969.0,1941.0,42337.0,1138.0,722.0,721.0,425.0,914.0,12697.0,11406.0,17594.0,5965.0,5856.0,4470.0,13013.0,1614.0,3150.0
11,7353.0,1537.0,9206.0,4123.0,4465.0,6393.0,56780.4123711,3313.0,730.0,29474.0,8057.0,45436.0,6657.0,2244.0,4802.0,2864.0,1912.0,41728.0,1104.0,726.0,714.0,423.0,908.0,12800.0,10978.0,17593.0,5942.0,6047.0,4437.0,11858.0,1585.0,3097.0
12,6547.0,1543.0,8181.0,4012.0,3836.0,5741.0,49960.82474230001,3182.0,668.0,27565.0,7633.0,41263.0,6551.0,2177.0,4505.0,2617.0,1925.0,35554.0,1036.0,694.0,684.0,426.0,920.0,11165.0,10439.0,15632.0,5339.0,5790.0,4407.0,11240.0,1447.0,2844.0
13,6663.0,1504.0,8233.0,4124.0,4239.0,6119.0,51065.9793814,3214.0,695.0,26595.0,7696.0,40943.0,6598.0,2094.0,4542.0,2504.0,1897.0,34604.0,1064.0,563.0,711.0,443.0,968.0,11533.0,10619.0,15071.0,4976.0,5455.0,4442.0,11527.0,1435.0,2922.0
14,7601.0,1529.0,9454.0,4230.0,6491.0,6885.0,59427.8350515,3487.6,769.0,34339.0,8297.0,47672.540444,6106.0,2169.0,4812.0,3098.0,1970.0,41155.0,1151.0,679.0,744.0,435.0,854.0,13003.0,12261.0,17847.0,6377.0,6307.0,4495.0,13371.0,1626.0,3212.0
15,7737.0,1543.0,9750.0,4261.0,6531.0,6936.0,59683.5051546,3493.7,761.0,34513.0,8372.0,48539.042444,5777.0,2221.0,4910.0,3102.0,2015.0,42595.0,1168.0,672.0,735.0,438.0,840.0,13240.0,12185.0,18016.0,6219.0,6490.0,4519.0,13208.0,1685.0,3234.0
16,7842.0,1555.0,9741.0,4305.0,6910.0,7056.0,60720.61855669999,3505.3,757.0,33716.0,8168.0,49544.917237,5749.0,2240.0,5023.0,3096.0,2046.0,43583.0,1164.0,705.0,730.0,438.0,861.0,13779.0,11836.0,18243.0,6075.0,6277.0,4558.0,12767.0,1724.0,3267.0
17,7940.0,1573.0,9736.0,4297.0,6994.0,6969.0,61805.154639199995,3544.2,779.0,32981.0,8311.0,49253.884237,6008.0,2294.0,5092.0,3094.0,2046.0,45012.0,1169.0,774.0,744.0,447.0,860.0,13889.0,11763.0,18432.0,6193.0,6310.0,4599.0,12701.0,1742.0,3335.0
18,7606.0,1555.0,9653.0,4194.0,6685.0,6573.0,58728.86597940001,3311.9,748.0,32808.0,8049.0,49023.465237000004,6132.0,2316.0,5034.0,3032.0,2017.0,44770.0,1160.0,793.0,740.0,457.0,873.0,13409.0,11524.0,18263.0,6172.0,6262.0,4549.0,11931.0,1655.0,3243.0
19,6667.0,1548.0,8842.0,3995.0,5970.0,5821.0,51019.5876289,3138.3,683.0,30522.0,7858.0,44091.009237,6084.0,2257.0,4752.0,2669.0,1977.0,39161.0,1073.0,679.0,688.0,453.0,847.0,12274.0,10887.0,16159.0,5461.0,5823.0,4500.0,11428.0,1477.0,2995.0
20,6912.0,1507.0,8676.0,4190.0,6190.0,5821.0,51711.340206199995,3392.4,698.0,30451.0,7840.0,43613.952237,6068.0,2173.0,4788.0,2626.0,1958.0,38729.0,1058.0,680.0,706.0,463.0,911.0,11945.0,11020.0,15746.0,5287.0,5511.0,4479.0,11915.0,1565.0,3018.0
21,7658.0,1608.11,9268.0,4253.0,6443.0,6128.0,58038.0204082,3433.5,761.6,32148.0,8508.96,46452.0,7455.0,2428.0,5103.74,2952.55,1993.87,43760.0,1075.0,721.71,726.0,455.0,873.0,12942.0,11803.0,18298.979591799998,6371.0,6378.0,4707.0,12930.0,1643.0,3168.06
22,7642.0,1419.26,9073.0,4203.0,6897.0,5883.0,58934.3673469,3614.9,768.6,32951.0,8595.97,46374.0,7391.0,2450.0,5193.57,2997.64,1964.95,45340.0,1072.0,765.5,724.0,454.0,801.0,12805.0,12315.0,18509.1836735,6355.0,6454.0,4486.0,12975.0,1662.0,3128.66
23,7561.0,1488.01,8971.0,4308.0,6536.0,5972.0,58120.377551,3479.8,773.9,33298.0,8370.29,46740.0,7286.0,2462.0,5166.29,3083.48,2037.02,45940.0,1027.0,697.92,743.0,432.0,811.0,12725.0,12135.0,17997.9591837,6242.0,6526.0,4585.0,12960.0,1681.0,3261.63
24,7735.0,1497.67,9149.0,4226.0,6524.0,6619.0,55485.4183673,3527.9,806.3,32588.0,8510.37,47078.0,7154.0,2431.0,5104.95,3027.81,2041.71,47352.0,1088.0,715.73,720.0,436.0,815.0,12993.0,11801.0,18283.6734694,6363.0,6401.0,4444.0,12937.0,1648.0,3262.82
25,7387.0,1530.61,8790.0,4169.0,6358.0,6490.0,56685.6938776,3288.7,747.2,32423.0,8239.52,46215.0,6968.0,2478.0,5074.33,2970.99,2068.57,46288.0,1078.0,724.14,698.0,446.0,823.0,12822.0,11225.0,18436.7346939,6300.0,6266.0,4536.0,11806.0,1633.0,3237.53
26,6638.0,1519.26,8063.0,4020.0,5776.0,5885.0,48160.2346939,2969.0,682.9,30482.0,7958.39,42495.0,6891.0,2388.0,4679.76,2677.19,2062.69,40639.0,1026.0,645.05,660.0,461.0,810.0,11682.0,10953.0,15932.653061200002,5589.0,6160.0,4456.0,11329.0,1478.0,3026.15
27,6878.0,1465.95,8228.0,4141.0,5920.0,6251.0,50163.2653061,3202.7,715.0,30296.0,7925.25,42680.0,7141.0,2403.0,4737.94,2643.86,2036.16,40337.0,1036.0,710.74,671.0,485.0,852.0,11991.0,11053.0,15703.061224500001,5231.0,5820.0,4361.0,11594.0,1529.0,3008.98
28,7666.0,1514.93,9253.0,4109.68,6034.0,6650.0,57451.1326531,3491.2,775.2,31481.0,8274.65,45400.0,7339.0,2333.0,5080.42,3208.04,2141.87,42853.0,1208.0,776.81,685.0,432.0,732.0,13007.0,12096.67,18700.0,6588.0,6299.0,4368.0,12564.0,1623.0,3251.35
29,7908.0,1528.23,9382.0,4310.78,6238.0,6437.0,57571.9081633,3458.3,787.3,32462.0,8311.19,46422.0,7045.0,2390.0,5197.23,3240.28,2150.47,44357.0,1212.0,750.69,715.0,445.0,747.0,13220.0,12289.38,18914.2857143,6393.0,6454.0,4471.0,12765.0,1707.0,3291.4
30,7993.0,1553.45,9365.0,4289.72,6325.0,5909.0,57744.9693878,3495.3,782.7,32702.0,8374.89,47650.0,7024.0,2466.0,5390.43,3249.33,2149.42,46124.0,1168.0,719.07,719.0,458.0,749.0,13282.0,12196.63,19061.2244898,6367.0,6577.0,4603.0,13059.0,1731.0,3134.23
31,7945.0,1597.16,9615.0,4356.73,6347.0,5971.0,58736.6734694,3473.8,786.4,31889.0,8526.05,48393.0,7123.0,2588.0,5375.74,3286.67,2120.26,47438.0,1105.0,806.32,712.0,478.0,785.0,13904.0,12170.07,19195.918367299997,6201.0,6380.0,4768.0,12595.0,1761.0,3313.14
32,7607.0,1523.28,9154.0,4299.8,6109.0,6085.0,56160.5102041,3263.4,753.9,30996.0,8191.21,47668.0,7312.0,2543.0,5211.38,3118.45,2116.45,47818.0,1137.0,751.84,699.0,484.0,772.0,13216.0,11771.98,18785.7142857,6134.0,6503.0,4671.0,11892.0,1671.0,3209.44
33,6723.0,1570.53,8112.0,4095.29,5998.0,5718.0,48193.193877599995,3064.9,686.0,28383.0,8075.53,42742.0,7238.0,2514.0,4884.63,2871.17,2088.72,41770.0,1115.0,731.71,655.0,414.0,841.0,11836.0,10957.73,16690.8163265,5465.0,6227.0,4643.0,11272.0,1580.0,3009.35
34,6905.0,1511.91,8393.0,4328.38,5892.0,6134.0,48516.2755102,3122.9,716.9,28295.0,7850.75,42455.0,7446.0,2472.0,4947.22,2842.57,2077.87,39810.0,1130.0,730.29,661.0,504.0,869.0,11884.0,11295.8,16109.183673500002,5294.0,5972.0,4513.0,11676.0,1589.0,3076.7
35,7548.0,1524.0,10058.0,4153.53535354,5066.0,7429.0,62273.6263736,3621.0,778.0,33127.0,8640.0,47772.0,5429.0,2136.0,4670.0,3469.0,2057.0,38943.0,1122.0,615.0,711.0,391.0,851.0,13511.0,13221.0,18110.0,6604.0,5560.0,4626.0,14634.0,1559.0,3219.0
36,7546.0,1507.0,10146.0,4202.02020202,4904.0,7578.0,63262.63736259999,3289.0,766.0,33182.0,8503.0,48919.0,5565.0,2113.0,4635.0,3536.0,2045.0,39701.0,1142.0,627.0,705.0,395.0,859.0,13680.0,13234.0,18330.0,6673.0,5666.0,4644.0,14650.0,1541.0,3260.0
37,7775.0,1544.0,10269.0,4256.56565657,4797.0,7518.0,63208.79120880001,2791.0,776.0,33445.0,8567.0,48467.0,5535.0,2145.0,4669.0,3547.0,2049.0,39757.0,1154.0,608.0,721.0,398.0,913.0,13720.0,13530.0,18563.0,6714.0,5695.0,4752.0,15036.0,1563.0,3276.0
38,7563.0,1569.0,10226.0,4256.56565657,4704.0,7496.0,62879.1208791,2672.0,787.0,33388.0,8797.0,48188.0,5567.0,2127.0,4705.0,3519.0,2016.0,40227.0,1165.0,614.0,712.0,399.0,919.0,13947.0,13342.0,18626.0,6783.0,5708.0,4887.0,15141.0,1581.0,3319.0
39,7300.0,1565.0,9865.0,4224.24242424,4460.0,7266.0,60269.23076919999,2485.0,780.0,32060.0,8828.0,46616.0,5517.0,2122.0,4653.0,3359.0,2022.0,39526.0,1141.0,604.0,715.0,399.0,901.0,13345.0,12868.0,18337.0,6648.0,5577.0,4889.0,13960.0,1529.0,3235.0
40,6452.0,1493.0,9100.0,3994.94949495,4304.0,6439.0,51096.7032967,2633.0,730.0,29200.0,8619.0,42326.0,5278.0,1966.0,4338.0,3178.0,2002.0,33974.0,1076.0,538.0,674.0,385.0,868.0,12158.0,12317.0,16451.0,6085.0,5287.0,4493.0,13272.0,1379.0,2998.0
41,6461.0,1535.0,9172.0,4129.29292929,4603.0,6749.0,52047.25274730001,3456.0,731.0,28431.0,8618.0,42276.0,5145.0,1898.0,4266.0,3073.0,2015.0,32635.0,1111.0,530.0,682.0,410.0,1035.0,12369.0,12690.0,15598.0,5889.0,5121.0,4768.0,13911.0,1399.0,2972.0
42,7527.0,1464.0,9731.0,4246.0,5077.0,7077.0,61968.04123709999,3837.0,823.0,33486.0,8732.0,46802.0,5650.0,2155.0,4739.0,3411.0,2026.0,39820.0,1130.0,799.0,714.0,385.0,852.0,13687.0,12714.0,18203.0,6622.0,5854.0,4302.0,14301.0,1583.0,2978.0
43,7580.0,1496.0,9842.0,4300.0,5162.0,7133.0,62173.1958763,3849.0,824.0,33708.0,8690.0,47002.0,5521.0,2168.0,4794.0,3463.0,2024.0,40587.0,1133.0,824.0,709.0,386.0,865.0,13930.0,12805.0,18246.0,6541.0,5819.0,4438.0,14125.0,1653.0,3248.0
44,7624.0,1511.0,9970.0,4258.0,5235.0,7114.0,62574.2268041,3822.0,825.0,33401.0,8601.0,47302.0,5513.0,2168.0,4819.0,3492.0,2029.0,40555.0,1129.0,726.0,716.0,386.0,874.0,14015.0,12773.0,18386.0,6628.0,5807.0,4584.0,14350.0,1666.0,3253.0
45,7542.0,1512.0,9956.0,4373.0,5194.0,7078.0,62522.68041240001,3825.0,814.0,33458.0,8760.0,46974.0,5446.0,2144.0,4775.0,3556.0,2040.0,40912.0,1136.0,738.0,710.0,389.0,879.0,14118.0,13173.0,18240.0,6617.0,5804.0,4557.0,14436.0,1659.0,3281.0
46,7153.0,1481.0,9647.0,4189.0,5050.0,6660.0,59729.8969072,3537.0,792.0,32357.0,8756.0,46462.0,5443.0,2102.0,4748.0,3441.0,1998.0,40508.0,1110.0,784.0,699.0,383.0,848.0,13447.0,12459.0,18010.0,6434.0,5825.0,4435.0,13487.0,1603.0,3218.0
47,6343.0,1460.0,8793.0,3973.0,4398.0,5875.0,51102.0618557,3337.0,746.0,29017.0,8404.0,42078.0,5327.0,1982.0,4407.0,3101.0,1961.0,34859.0,1045.0,719.0,665.0,369.0,845.0,12217.0,12170.0,16259.0,5814.0,5476.0,4286.0,12719.0,1470.0,2973.0
48,6451.0,1440.0,8942.0,3973.0,4578.0,6244.0,52229.896907199996,3450.0,742.0,28258.0,8376.0,42023.0,5376.0,1933.0,4302.0,3122.0,1973.0,33233.0,1081.0,720.0,642.0,391.0,907.0,12181.0,12649.0,15285.0,5596.0,5095.0,4289.0,13496.0,1478.0,2903.0
49,7507.0,1510.0,9827.0,4454.0,7172.0,7103.0,62827.8350515,3932.1,874.0,31684.0,8883.0,46474.676722000004,5692.0,2177.0,4856.0,3558.0,2053.0,40635.0,1182.0,777.0,749.0,383.0,869.0,13981.0,13135.0,18495.0,6499.0,5736.0,4488.0,13972.0,1559.0,3121.0
50,7425.0,1521.0,9918.0,4353.0,6833.0,7171.0,63202.06185569999,3888.4,835.0,32118.0,8848.0,47266.48572200001,5738.0,2227.0,4983.0,3591.0,2045.0,41626.0,1205.0,746.0,780.0,392.0,876.0,13946.0,13490.0,18738.0,6578.0,5900.0,4524.0,14408.0,1651.0,3035.0
51,7617.0,1568.0,9986.0,4409.0,7012.0,7211.0,63894.84536080001,3912.5,869.0,32185.0,8916.0,47752.16372200001,5791.0,2218.0,5057.0,3593.0,2044.0,42537.0,1230.0,703.0,800.0,403.0,877.0,14110.0,13302.0,18923.0,6448.0,5947.0,4568.0,14395.0,1667.0,3276.0
52,7745.0,1564.0,9957.0,4416.0,7213.0,7140.0,63380.4123711,3946.3,870.0,31606.0,8434.0,47329.11072200001,5892.0,2263.0,5160.0,3621.0,2043.0,43290.0,1230.0,829.0,807.0,412.0,867.0,14053.0,13481.0,19092.0,6521.0,6079.0,4730.0,13923.0,1671.0,3121.0
53,7270.0,1549.0,9684.0,4372.0,7193.0,6782.0,59618.556701,3584.3,844.0,30804.0,6672.0,47054.030722,6014.0,2250.0,4974.0,3468.0,2030.0,41781.0,1192.0,763.0,760.0,411.0,855.0,13480.0,12512.0,18228.0,6373.0,6173.0,4648.0,13151.0,1623.0,3127.0
54,6515.0,1499.0,8858.0,4136.0,6350.0,5990.0,51747.4226804,3377.0,766.0,27953.0,8126.0,42792.135722000006,5729.0,2052.0,4507.0,3193.0,2009.0,34742.0,1112.0,724.0,730.0,406.0,838.0,12503.0,12395.0,16392.0,5705.0,5751.0,4367.0,12721.0,1466.0,2900.0
55,6468.0,1427.0,8877.0,4042.0,6186.0,6436.0,52117.5257732,3489.1,796.0,27672.0,8175.0,42800.382722,5465.0,1909.0,4244.0,3187.0,1998.0,32001.0,1124.0,706.0,722.0,393.0,877.0,12510.0,12837.0,15635.0,5547.0,5370.0,4162.0,13420.0,1427.0,2874.0
56,7610.0,1463.58,9671.0,4022.4,6559.0,7097.0,59522.5918367,3743.7,849.2,32391.0,8812.56,45913.0,5677.0,2125.0,4731.43,2933.48,2062.08,39702.0,1206.0,757.23,768.0,371.0,791.0,13997.0,12736.12,18866.3265306,6617.0,5798.0,4287.0,13089.0,1607.0,3265.48
57,7485.0,1476.81,9683.0,3908.34,6646.0,7217.0,59928.1122449,3768.0,834.5,32650.0,8966.5,46376.0,5570.0,2130.0,4689.84,2915.45,2059.64,40553.0,1210.0,747.77,773.0,378.0,802.0,13983.0,12751.98,19056.122449000002,6642.0,5809.0,4391.0,13113.0,1622.0,3281.67
58,7725.0,1466.58,9773.0,3923.0,6662.0,7244.0,60057.5102041,3806.9,841.7,32559.0,8889.88,46412.0,5486.0,2128.0,4794.86,2963.05,2087.35,40231.0,1216.0,748.07,802.0,366.0,796.0,13972.0,12768.94,19155.1020408,6587.0,5935.0,4326.0,13328.0,1651.0,3326.77
59,7587.0,1473.8,9842.0,3870.43,6680.0,7301.0,59932.0,3799.0,849.9,32920.0,8985.46,46136.0,5379.0,2122.0,4812.73,2962.29,2048.83,40504.0,1224.0,764.77,777.0,376.0,818.0,14053.0,12923.84,19225.5102041,6553.0,5991.0,4588.0,13415.0,1637.0,3323.66
60,7267.0,1487.46,9377.0,3864.69,6504.0,6961.0,57599.1326531,3503.1,854.8,31584.0,8965.17,45549.0,5304.0,2111.0,4770.24,2962.85,2047.52,39746.0,1215.0,802.28,772.0,371.0,822.0,13508.0,12566.43,18993.877550999998,6402.0,6065.0,4596.0,12657.0,1595.0,3261.05
61,6454.0,1466.27,8617.0,3801.71,5985.0,6235.0,49868.7142857,3278.3,791.1,28657.0,8665.42,41693.0,5176.0,1956.0,4418.65,2730.59,2036.43,33319.0,1146.0,761.26,722.0,368.0,825.0,12521.0,12030.99,17025.5102041,5830.0,5705.0,4425.0,12220.0,1398.0,3045.35
62,6471.0,1465.01,8772.0,3991.94,5734.0,6484.0,50176.5510204,3378.6,806.4,27784.0,8459.61,41609.0,5101.0,1893.0,4312.49,2650.9,2051.77,32119.0,1160.0,696.47,721.0,389.0,928.0,12565.0,12123.84,15996.938775499999,5591.0,5503.0,4607.0,12260.0,1413.0,3019.62
63,7886.0,1498.0,10001.0,4238.35,6491.0,7473.0,60552.4897959,3844.2,863.3,32154.0,9271.98,49332.0,6321.0,2209.0,5017.79,3729.8,2192.21,40015.0,1297.0,761.46,787.0,394.0,790.0,14060.0,13415.1,19612.244897999997,6732.0,6225.0,4226.0,14876.0,1648.0,3367.45
64,7937.0,1484.0,10014.0,4227.25,6761.0,7605.0,60869.8061224,3873.0,866.7,32810.0,9328.12,49754.0,6263.0,2237.0,5051.78,3752.27,2151.62,40390.0,1305.0,829.54,811.0,388.0,784.0,14048.0,13715.29,20050.0,6796.0,6225.0,4407.0,15542.0,1717.0,3412.96
65,8021.0,1530.0,9859.0,4166.37,6668.0,7646.0,61240.8877551,3863.6,857.6,32668.0,9310.75,49527.0,5890.0,2259.0,5099.91,3809.61,2176.1,40186.0,1306.0,735.25,799.0,395.0,737.0,13950.0,14029.66,20057.1428571,6833.0,6095.0,4465.0,15570.0,1755.0,3448.1
66,7928.0,1543.0,9762.0,3985.42,6608.0,7625.0,60616.4795918,3859.7,865.5,32824.0,9136.07,48281.0,5510.0,2267.0,5158.46,3734.73,2156.67,40359.0,1300.0,749.91,799.0,390.0,716.0,14003.0,14175.56,19954.081632700007,6872.0,6137.0,4573.0,15268.0,1761.0,3425.88
67,7551.0,1540.0,9627.0,3843.68,6373.0,7251.0,58210.8979592,3586.8,861.4,31703.0,9270.08,47607.0,5364.0,2234.0,5062.06,3626.36,2143.53,39975.0,1278.0,793.68,785.0,389.0,723.0,13653.0,13421.67,20072.448979599998,6747.0,6156.0,4656.0,14450.0,1679.0,3370.46
68,6669.0,1504.0,8831.0,3808.04,5631.0,6480.0,51018.9693878,3413.9,795.1,29021.0,9072.94,43240.0,5292.0,2077.0,4650.55,3446.54,2141.16,33412.0,1210.0,682.7,727.0,392.0,741.0,12594.0,12564.49,17922.448979599998,6002.0,5891.0,4479.0,13726.0,1498.0,3124.38
69,6766.0,1480.0,8981.0,3995.5,5611.0,6767.0,51396.122449,3525.5,805.1,28717.0,8912.5,43077.0,5061.0,2004.0,4607.99,3413.14,2131.53,31789.0,1227.0,747.41,725.0,411.0,803.0,12617.0,12776.53,17109.1836735,5862.0,5614.0,4493.0,13867.0,1471.0,3135.39
70,7576.0,1584.0,10169.0,4437.37373737,4746.0,7276.0,60515.38461540001,3501.0,970.0,31621.0,9972.0,49562.0,5415.0,2140.0,4729.0,3358.0,2076.0,39402.0,1184.0,812.0,859.0,410.0,1021.0,13882.0,15164.0,18358.0,6527.0,6351.0,5284.0,16973.0,1529.0,3312.0
71,7608.0,1596.0,10240.0,4545.45454545,4760.0,7287.0,62440.6593407,3655.0,967.0,31621.0,9917.0,50136.0,5584.0,2177.0,4726.0,3224.0,2038.0,39528.0,1168.0,825.0,874.0,417.0,1070.0,13816.0,15217.0,18231.0,6459.0,6336.0,5335.0,16592.0,1551.0,3299.0
72,7935.0,1589.0,10151.0,4584.84848485,4722.0,7252.0,63257.1428571,3657.0,966.0,31285.0,9843.0,48791.0,5586.0,2161.0,4732.0,3406.0,2045.0,39528.0,1175.0,717.0,866.0,412.0,1058.0,13797.0,14953.0,18343.0,6371.0,6193.0,5236.0,16244.0,1548.0,3302.0
73,7423.0,1593.0,10040.0,4571.71717172,4529.0,7125.0,62330.76923080001,3644.0,941.0,31514.0,9955.0,49832.0,5589.0,2136.0,4684.0,3341.0,2018.0,38929.0,1170.0,712.0,778.0,414.0,1048.0,13761.0,15050.0,18058.0,6497.0,6267.0,5149.0,16651.0,1549.0,3228.0
74,7321.0,1557.0,9716.0,4551.51515152,4848.0,6881.0,59647.25274730001,3400.0,919.0,30760.0,9942.0,51811.0,5690.0,2102.0,4585.0,3160.0,1994.0,37989.0,1149.0,760.0,776.0,423.0,1029.0,13369.0,14736.0,18037.0,6398.0,6256.0,5012.0,15899.0,1508.0,3157.0
75,6589.0,1503.0,8958.0,4239.39393939,4323.0,6160.0,51638.4615385,3331.0,878.0,27849.0,9547.0,49746.0,5674.0,1999.0,4279.0,2918.0,2005.0,33159.0,1098.0,666.0,775.0,413.0,1036.0,12235.0,14369.0,16433.0,5661.0,5759.0,4840.0,15096.0,1344.0,3001.0
76,6507.0,1516.0,9069.0,4365.65656566,4309.0,6256.0,51439.5604396,3416.0,894.0,27497.0,9204.0,49261.0,5437.0,1895.0,4182.0,2867.0,2028.0,32221.0,1104.0,619.0,777.0,447.0,1122.0,12271.0,14230.0,15523.0,5479.0,5404.0,4838.0,15440.0,1339.0,2958.0
77,7811.0,1613.0,10027.0,4745.0,5015.0,7790.0,65501.0309278,3963.0,908.0,30579.0,9857.0,50605.0,5763.0,2164.0,4826.0,3196.0,1851.0,38699.0,1229.0,790.0,771.0,414.0,1057.0,13978.0,15457.0,19139.0,6333.0,6347.0,5314.0,16332.0,1637.0,3390.0
78,7920.0,1650.0,10177.0,4854.0,5078.0,7840.0,65631.9587629,3873.0,915.0,30499.0,10213.0,52228.0,5581.0,2265.0,4858.0,3154.0,1856.0,39550.0,1217.0,839.0,791.0,450.0,1141.0,13993.0,15228.0,19412.0,6380.0,6318.0,5478.0,16918.0,1676.0,3380.0
