,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IS_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics
10,6178.289,1070.453,8493.155,3702.9004,5917.169,6051.6777,45589.79,2963.1343,752.36304,22208.676,9370.646,53996.195,4259.746,1499.0203,3543.053,2523.9136,2011.4039,23806.842,908.02594,596.50146,613.0754,324.67523,882.33435,10073.225,14879.85,13220.666,4629.4863,4992.9985,4252.9136,14883.657,1150.2777,2697.312
11,6134.483,1022.5821,8394.499,3462.0166,5674.3613,6101.884,46589.57,2858.5054,727.8751,22333.652,9010.324,49287.42,4041.751,1462.574,3622.7288,2479.4688,1993.24,24750.734,917.059,615.16833,604.5652,287.55292,768.9271,10091.466,13837.823,13689.759,4633.81,4941.753,3801.2415,14037.163,1183.371,2719.5286
12,5798.978,952.4922,8000.037,3161.8162,5467.3115,5858.9673,45128.91,2708.1245,666.65344,22025.508,8318.775,42861.17,3867.0005,1396.2399,3586.2097,2350.7488,1976.7336,24735.867,896.3609,609.2661,567.2782,255.16714,646.8186,9832.409,12346.781,13433.012,4550.248,4729.076,3257.3838,12607.874,1175.4312,2647.5366
13,5653.3364,946.4139,7752.309,3021.5024,5320.8115,5656.3164,44443.29,2604.8215,601.7372,23340.451,7418.794,38882.023,4423.7666,1482.9503,3703.3923,2288.4539,1961.6521,27453.916,880.33655,609.27246,522.8303,263.71918,593.0829,10021.2,10781.9375,13571.994,4689.9287,4672.186,2915.3394,11101.503,1217.9316,2631.8499
14,5600.9805,946.19183,7695.346,3007.793,5169.374,5614.4404,44112.97,2570.1423,590.6921,23495.297,7303.078,38779.734,4521.588,1497.3363,3683.6562,2268.0884,1953.7957,27569.781,872.12665,603.6666,517.43933,267.7619,591.6171,10000.355,10565.333,13499.283,4709.207,4639.169,2882.1436,10920.942,1216.5231,2619.8936
15,7995.9395,1280.3019,10097.389,4967.503,7846.869,8029.6514,56168.74,3608.5388,992.49854,26668.662,11361.912,70903.19,5474.532,1899.554,4697.5166,2840.0996,2117.6592,29016.832,1228.3573,685.4346,779.22437,389.77264,1008.3831,11775.201,18175.234,17176.035,5470.043,6213.5415,5212.9697,18803.113,1510.3694,3396.275
16,7462.2407,1196.2705,9603.01,4464.513,7379.793,7446.423,53563.75,3398.044,917.1147,25453.234,10718.922,65225.426,5022.5894,1773.7456,4393.6187,2783.0015,2097.53,28002.766,1128.9744,676.2964,721.7612,358.92636,933.55066,11199.078,17120.137,16159.398,5217.67,5870.2793,4834.2266,17518.375,1417.4457,3203.0186
17,5433.0054,957.41064,7591.712,2973.9492,4398.0117,5380.2744,41146.04,2591.0137,636.9276,19855.93,7809.0986,39550.258,3712.081,1281.1814,3203.5176,2159.5852,1900.5477,22366.336,833.42816,542.0167,556.7103,256.44467,682.0122,9392.691,11615.048,11918.62,4027.3203,4276.2524,3103.7344,12099.17,1070.5193,2450.904
18,5681.7974,1006.6587,7951.934,3317.0728,5368.413,5657.179,42675.35,2740.1494,684.8616,20826.93,8571.336,45555.184,3895.884,1374.424,3395.8418,2358.7104,1972.6953,22543.988,869.8973,577.65314,572.7616,284.17755,762.0735,9653.626,13220.098,12641.78,4325.5986,4644.888,3648.1143,13265.66,1107.4163,2572.6506
19,6039.542,987.81256,8223.338,3317.1763,5890.6035,6137.005,46634.996,2796.5957,701.78705,22775.59,8572.125,45488.188,4056.8271,1472.4629,3792.9282,2438.0981,2004.3898,25802.2,938.77576,630.0974,581.68713,266.73856,663.1821,10031.095,12913.621,14089.557,4660.814,4921.453,3420.0293,13182.295,1238.6228,2767.5571
20,8484.398,1407.194,10675.096,5761.5586,8223.576,8659.041,58279.086,3834.9065,1071.0394,28442.707,12203.196,79094.375,6201.9443,2087.9548,4941.926,2898.479,2125.6738,29735.473,1319.273,674.5154,842.74536,446.9042,1159.2834,12496.156,19578.092,18145.535,5910.7783,6618.244,5845.007,20440.115,1588.9132,3588.0486
21,7366.3115,1235.8102,9643.635,4722,6739.885,7269.7886,52391.984,3397.0635,904.5148,25380.352,10771.246,66809.05,5188.8516,1782.0627,4128.4946,2688.198,2045.2177,26965.066,1090.869,623.604,733.6239,390.6454,1053.2026,11390.771,17106.729,15409.629,5312.9473,5754.306,5094.8467,17613.346,1331.0203,3086.4087
22,7137.039,1202.9834,9421.961,4515.3833,6582.7695,7022.92,51071.82,3313.53,874.9479,24750.555,10503.088,64411.242,5001.494,1725.8153,4010.245,2661.0217,2039.4843,26349.54,1053.2983,618.77496,709.6049,378.15714,1021.9941,11125.213,16695.336,14959.91,5176.273,5603.913,4940.1846,17092.738,1293.9224,3007.899
23,6261.054,1005.54645,8403.117,3400.2131,6076.5215,6343.87,47875.734,2879.9526,735.265,22871.703,8835.211,47235.734,4054.98,1487.242,3899.3015,2471.3037,2017.4485,25985.055,976.87665,640.63745,605.2993,268.45953,673.4281,10166.855,13373.859,14436.754,4666.438,5023.126,3518.3247,13715.002,1270.2709,2835.195
24,6818.2705,1198.8875,9154.533,4476.8047,6390.6177,6698.5376,48370.96,3251.132,846.44135,23906.807,10264.4,62985.098,4931.3193,1681.5225,3816.3682,2584.1104,2026.0914,24763.367,1011.23804,585.7497,686.5668,384.8678,1045.7244,10823.652,16449.64,14093.937,5017.5366,5397.087,4935.7515,16721.387,1229.8643,2895.5176
25,6264.9097,1039.4434,8517.78,3554.3137,5820.449,6196.412,47178.812,2918.3389,745.8396,22558.762,9198.518,51195.64,4134.125,1487.0791,3662.5046,2513.3965,2002.8414,24988.695,929.3668,619.39886,615.84924,297.0272,796.49805,10199.334,14246.529,13823.384,4678.952,5026.1387,3941.6885,14434.6875,1194.3884,2749.55
26,5778.4463,952.0248,7982.9546,3147.9092,5514.3213,5834.13,45068.73,2691.49,655.3477,22339.594,8156.051,42505.734,3989.2197,1421.3616,3630.6333,2353.9888,1978.2683,25323.176,892.74286,610.7654,554.5784,259.18143,643.06287,9876.785,12109.687,13500.185,4585.7275,4724.2583,3222.484,12353.428,1187.6416,2656.837
27,5855.683,950.3346,7998.2993,3151.1191,5730.4756,5910.294,45611.79,2709.8892,655.7288,22764.717,8058.674,42147.832,4108.5815,1451.4661,3753.6196,2356.4155,1990.4763,26216.86,914.51086,620.8968,552.744,259.32562,617.26984,9961.994,11921.298,13791.402,4632.4966,4785.744,3153.138,12187.24,1222.2891,2702.304
28,6495.663,1104.6196,8800.295,3911.5288,6165.6855,6362.7046,47645.707,3072.2979,791.3009,23058.826,9751.631,57457.887,4460.1865,1568.6877,3698.0244,2593.963,2026.3573,24811.342,950.73926,611.8572,641.91736,338.50235,918.72815,10388.064,15509.494,13832.603,4808.8574,5203.3745,4466.4727,15604.336,1198.1677,2799.311
29,5546.4067,953.9516,7541.3013,3001.1638,4880.091,5459.586,43420.477,2537.2866,568.4179,23804.443,7046.5776,38243.36,4850.8926,1542.6744,3616.3145,2189.5947,1934.0598,27749.309,867.88196,586.0707,516.9442,281.85614,591.735,9919.701,9986.112,13197.998,4701.06,4600.1606,2830.9507,10489.893,1208.514,2567.3203
30,5791.901,965.3009,7821.666,3088.7317,5676.5635,5717.5557,45240.39,2660.8857,612.06415,23770.514,7422.369,39105.56,4528.5234,1529.7705,3829.378,2321.8562,1981.2322,28685.5,901.68665,623.766,528.728,273.15167,587.9345,10191.179,10872.785,13910.028,4732.979,4808.6753,2977.3525,11093.693,1243.2175,2682.9949
31,5987.4834,971.1037,8150.3,3256.8247,5858.0093,6081.5024,46357.54,2774.3948,688.70105,22723.604,8430.24,44294.664,4037.0254,1456.459,3782.749,2407.331,2001.3152,25821.975,934.63904,628.0689,574.64343,261.03256,640.4319,9995.27,12604.973,14003.791,4648.474,4878.186,3313.2832,12887.542,1234.9216,2747.8984
32,6008.328,1024.1128,8287.9,3455.0493,5637.331,5990.6255,45438.168,2832.6802,718.5694,21983.691,8943.525,48865.67,4040.9487,1448.0902,3563.0781,2461.546,1991.4501,24087.48,903.4944,605.4342,595.6747,290.44333,777.4072,9969.784,13801.407,13416.018,4568.102,4880.3945,3811.4082,13926.723,1163.6604,2684.6338
33,6807.6626,1121.4978,9061.814,4022.2803,6445.8364,6685.9854,49852.5,3155.2026,825.567,23823.172,10028.682,59493.793,4586.128,1621.9016,3895.663,2659.0625,2043.0876,26027.188,997.9553,636.74774,665.66974,339.14636,913.5691,10660.105,15909.238,14591.185,4944.6704,5406.209,4537.5664,16110.371,1262.2002,2915.7957
34,6919.8223,1128.7133,9149.685,4069.2163,6643.6514,6806.539,50507.062,3200.4443,840.51294,24057.295,10137.717,60380.29,4631.7095,1640.9534,3978.1628,2684.101,2055.5015,26369.453,1017.779,645.8276,673.0991,340.22516,910.6521,10735.474,16137.316,14847.004,4975.46,5481.9424,4574.709,16352.994,1288.746,2962.5764
35,7553.6836,1258.3008,9800.3955,4855.4854,7152.668,7557.3887,53460.375,3463.0635,935.47424,25887.934,11032.691,68672.31,5353.3843,1834.4774,4330.17,2754.455,2072.5354,27516.492,1138.4836,646.1089,748.35974,393.10324,1044.2931,11527.059,17587.885,16100.876,5395.384,5942.6987,5175.525,18101.357,1397.4854,3203.8276
36,6637.714,1018.8072,8603.326,3448.7422,6309.8467,6570.7383,49490.355,2989.1892,770.7883,22946.059,8966.122,48183.965,4169.173,1498.0898,4083.565,2467.643,2027.1737,26886.434,1034.3473,654.4907,634.8251,268.75928,667.0853,10449.202,13569.766,14889.604,4613.8945,5152.7925,3526.899,14049.76,1320.0181,2918.0044
37,6913.9497,1129.4524,9150.296,4073.9087,6645.6206,6820.7324,50548.46,3194.441,840.4999,24117.93,10134.445,60329,4633.7295,1645.9155,3993.5178,2686.4944,2055.9224,26386.932,1020.7018,646.48083,672.6319,339.8273,908.2528,10727.3545,16103.341,14888.758,4988.7437,5482.4146,4566.785,16329.004,1293.4976,2970.2952
38,5443.721,940.40137,7547.749,2929.0327,4631.862,5436.042,42326.758,2533.2314,593.2752,21996.37,7322.855,37988.344,4218.301,1394.7561,3443.015,2180.4507,1919.127,25336.738,845.86896,568.495,525.4995,259.90634,620.0399,9692.165,10608.971,12637.33,4432.132,4400.6196,2860.4797,11095.484,1146.9836,2513.3657
39,6613.4424,1035.9077,8670.252,3533.2373,6321.375,6618.094,49462.824,3000.4463,785.44995,22909.33,9234.744,49973.703,4104.2437,1506.3223,4034.1118,2517.4294,2031.2019,26248.406,1025.65,654.18243,640.4231,273.4992,700.3761,10383.134,14123.732,14880.406,4645.289,5185.724,3693.857,14545.724,1310.7369,2925.8926
40,7488.8306,1130.9344,9417.475,4026.5217,7208.826,7302.7812,53755.93,3352.6018,903.35,24175.465,10300.324,60040.92,4578.3037,1646.4458,4401.7275,2701.5527,2090.0432,27969.13,1138.1106,689.02673,718.4181,317.24042,822.4918,11040.155,16259.051,16001.744,4862.582,5694.787,4377.8057,16752.438,1412.7968,3158.774
41,6653.36,1092.3798,8905.225,3846.9211,6312.809,6529.927,49169.15,3087.2178,802.4491,23447.332,9792.653,57205.21,4422.049,1579.4764,3832.1018,2635.4526,2037.1366,25786.209,974.5849,636.3079,648.25195,325.4101,875.91943,10487.213,15475.624,14357.674,4857.8354,5295.439,4367.7437,15636.6875,1243.0288,2867.4312
42,6925.524,1175.0188,9222.132,4342.0537,6441.3135,6799.936,49831.195,3239.5747,848.39105,24194.273,10266.471,62340.594,4841.574,1677.2761,3899.8828,2634.034,2033.9165,25755.95,1019.1779,612.89294,688.0055,368.06378,997.0401,10886.385,16337.964,14539.303,5057.539,5467.62,4810.3213,16637.637,1259.4658,2936.3367
43,6518.3315,1064.9695,8745.645,3707.701,6228.542,6471.5693,48685.91,3018.315,782.66235,23190.523,9519.89,54127.863,4280.133,1546.1431,3839.6885,2584.8247,2030.0967,25674.51,972.882,637.1076,634.7703,306.2819,813.40796,10362.228,14876.649,14365.752,4785.4453,5206.374,4107.7896,15087.213,1249.406,2856.2412
44,7021.0527,1067.6565,8960.983,3677.3857,6659.7197,6936.387,51520.023,3144.4578,836.3632,23246.99,9588.365,52805.438,4231.1577,1545.1296,4235.003,2566.4158,2052.6296,27100.814,1089.794,672.1332,678.1948,281.9108,720.2295,10679.45,14753.097,15461.663,4673.999,5379.617,3852.8262,15288.112,1366.0483,3035.5557
45,5753.51,938.3108,7856.5054,3074.9268,5634.051,5756.9595,45061.688,2650.29,625.6857,23127.758,7753.841,40061.727,4213.039,1459.2753,3735.605,2317.3496,1982.5323,26713.67,898.1442,617.6748,535.30225,257.22852,596.426,9956.748,11327.669,13656.768,4699.1377,4741.994,3011.2607,11563.918,1217.4575,2661.2146
46,6157.3813,1066.6322,8473.57,3681.8477,5875.796,6030.079,45519.766,2949.718,748.64685,22183.607,9328.592,53615.47,4236.5454,1494.7441,3534.7534,2516.4158,2008.3689,23786.393,904.89056,595.1581,610.6504,322.8092,877.9299,10050.076,14782.754,13182.459,4623.1396,4971.878,4224.3735,14795.488,1147.7191,2690.9265
47,5676.775,984.38904,7892.4287,3200.2346,5290.9346,5696.2207,43093.207,2692.625,673.31647,20850.686,8376.639,43082.65,3841.4307,1357.2277,3461.7883,2334.5708,1966.3505,23097.54,881.48096,589.6282,569.76794,265.90674,700.03326,9693.445,12677.707,12947.674,4312.428,4640.1445,3409.1301,12811.947,1130.9089,2591.615
48,5654.8853,1038.3688,7969.0195,3467.9873,5463.353,5529.1455,41428.41,2804.0444,695.68005,20524.342,8756.904,48547.633,4011.293,1386.3555,3283.984,2365.8623,1979.8921,21534.418,852.0606,554.3535,574.2516,312.51483,851.948,9572.273,13872.162,12038.539,4278.112,4615.884,3968.7913,13766.75,1064.1873,2523.1792
49,7234.3096,1128.5885,9314.05,4048.7168,7097.99,7110.389,52433.22,3290.8718,877.0006,24319.658,10265.492,60653.297,4615.4395,1657.2583,4241.8823,2722.79,2085.1296,27405.266,1083.5339,676.3338,693.3971,327.52032,857.27466,10874.916,16336.918,15581.137,4946.6465,5631.484,4486.126,16658.941,1369.0807,3089.9912
50,6428.8916,1017.9884,8518.378,3454.0776,6182.1733,6455.493,48536.926,2932.3723,756.4782,22872.066,8990.727,48351.227,4097.816,1494.6829,3960.5352,2486.0405,2022.0496,26159.309,997.8995,646.23206,620.259,270.8394,685.14496,10273.364,13673.875,14620.063,4646.997,5095.4863,3587.9717,14050.193,1288.3694,2873.6616
51,5706.2266,955.56366,7830.281,3083.3657,5471.334,5730.131,44640.816,2647.6533,619.18335,23143.848,7616.0215,40081.625,4352.1646,1484.865,3706.8286,2316.5293,1969.3344,27204.422,884.0803,613.2371,531.3676,265.88916,599.98737,10012.104,11228.613,13664.446,4639.161,4727.298,3022.2063,11495.293,1221.6396,2660.3662
52,6912.17,1181.9668,9214.773,4384.0425,6449.415,6796.007,49562.67,3247.5803,849.90625,24145.273,10284.475,62593.504,4874.216,1680.6072,3889.642,2624.0017,2033.3823,25555.648,1020.6565,607.7687,689.3763,372.06384,1007.5083,10888.117,16394.855,14481.612,5052.3735,5464.889,4843.038,16691.477,1255.8457,2932.9448
53,5825.6304,975.02435,7816.5254,3102.5435,5626.158,5682.968,45409.367,2653.3672,607.0054,24075.5,7342.086,39157.52,4670.4033,1562.0127,3846.319,2313.7607,1978.3536,29099.738,905.17847,622.3747,529.7177,281.73514,594.9899,10235.703,10680.66,13927.667,4769.0015,4827.8647,2994.58,10931.235,1245.8855,2680.0132
54,6190.6836,1077.8041,8523.539,3747.189,5978.3047,6074.7656,45649.164,2981.0903,757.3345,22300.973,9450.193,54882.355,4298.2715,1511.428,3546.48,2540.779,2016.9867,23774.562,909.89154,596.8656,615.29034,329.9359,896.5182,10085.008,15061.828,13236.56,4656.738,5019.3496,4323.681,15040.078,1150.8252,2704.1736
55,6702.535,1039.0459,8715.972,3542.2393,6379.44,6673.9365,49879.695,3026.0842,793.17224,22962.012,9252.1,50111.594,4134.819,1510.5378,4085.1968,2517.2234,2034.0345,26529.525,1040.5979,658.0314,647.27454,273.57266,696.7731,10455.442,14135.007,15003.779,4639.543,5216.549,3688.2866,14594.739,1324.0737,2946.8677
56,5700.468,1039.7339,8060.5,3512.9482,5540.326,5603.759,42201.297,2819.838,699.7888,21032.305,8864.16,49758.04,4047.9595,1416.2458,3305.3796,2403.8198,1985.8655,21997.98,850.1879,561.0476,574.69165,315.69925,860.5796,9630.525,14058.697,12211.879,4395.922,4676.454,4033.6191,13952.006,1074.7207,2547.357
57,5447.5884,976.8723,7269.501,3051.1873,4574.3364,5214.092,41518.53,2459.2646,540.5489,23803.725,6781.6396,37569.516,5300.965,1589.9487,3516.6748,2084.0354,1905.9658,28207.594,839.45123,568.11804,508.00604,300.89203,616.8982,9753.816,9627.631,12751.297,4671.61,4582.6206,2848.4758,10051.763,1199.6202,2510.7537
58,5652.9404,1000.8292,7883.2114,3262.0015,5299.05,5622.772,42306.453,2719.1746,680.2878,20505.47,8466.473,44234.516,3852.086,1351.0651,3397.0144,2330.1023,1967.3203,22361.262,873.9219,576.33026,572.23096,277.59766,742.27295,9623.662,12988.552,12607.541,4247.6177,4605.8086,3553.0205,13057.673,1106.3009,2562.6606
59,7331.725,1103.8606,9233.766,3869.2852,6981.159,7165.1875,52925.242,3271.7024,878.1902,23709.354,9991.451,56743.883,4428.729,1597.8989,4348.614,2636.7024,2073.015,27675.367,1123.8074,683.23865,704.7355,300.19052,773.44775,10915.348,15597.473,15816.155,4756.099,5568.45,4132.1523,16131.387,1397.9752,3113.1057
60,7027.207,1126.9974,9197.9,4047.6892,6990.823,6970.9194,51450.113,3223.9148,855.34235,24451.584,10184.934,60477.266,4646.676,1669.7439,4149.486,2735.2769,2080.6396,27176.25,1048.769,669.0597,674.829,332.97296,870.38586,10726.801,16230.98,15335.822,5008.4624,5586.076,4515.4033,16447.73,1342.5647,3046.1313
61,6407.007,1115.7911,8735.352,3974.1367,6140.818,6271.2256,46566.055,3076.1836,787.40283,22792.975,9733.222,57711.93,4501.1914,1563.9502,3628.114,2562.519,2022.4089,24122.508,940.312,595.11804,638.3512,347.9348,946.3696,10325.107,15585.211,13502.535,4764.7554,5150.643,4537.0376,15635.834,1174.7404,2763.8508
62,6043.8345,952.2637,8101.0986,3166.5232,5853.796,6032.2646,46516.46,2769.3408,673.228,22804.773,8125.842,42564.344,4138.509,1453.0029,3848.0562,2348.8354,1996.5375,26581.332,946.38104,627.71454,568.16394,257.56448,608.6058,10093.533,11991.461,14015.039,4609.3423,4840.674,3140.7246,12343.564,1248.617,2744.024
63,6077.9316,962.8234,8043.888,3182.5671,5891.038,5961.8223,46437.637,2761.1372,658.8943,23444.793,7939.1895,41901.637,4409.5283,1497.1405,3888.495,2337.63,1995.1494,27760.318,943.7842,630.5092,562.78,266.57495,606.66187,10217.665,11686.663,14069.613,4706.4785,4907.8022,3109.6643,11995.082,1261.0911,2738.417
64,8199.63,1326.0144,10318.359,5252.657,8058.636,8302.85,57197.35,3698.8088,1024.7686,27400.39,11675.072,73833.3,5736.462,1973.8872,4828.0312,2869.151,2126.2217,29467.346,1270.8701,686.4813,803.9199,408.55032,1052.251,12043.93,18686.662,17650.586,5638.4253,6382.897,5421.7134,19412.352,1551.6528,3485.6746
65,7558.9727,1242.2806,9776.382,4765.6846,7290.7437,7575.8735,53721.047,3458.6824,935.31177,25863.21,10985.449,68023.41,5270.0024,1824.9739,4379.0884,2769.3252,2084.154,27710.02,1143.498,657.33984,742.7195,383.2682,1010.85065,11453.044,17533.566,16215.832,5361.078,5944.9736,5088.2344,18024.094,1414.075,3222.8884
66,5608.0386,1022.8705,7844.2764,3345.8247,5324.9814,5488.876,40976.145,2756.4775,685.8147,20002.873,8540.85,45719.824,3914.8765,1342.9736,3304.1477,2313.9102,1969.1919,21373.771,862.0907,555.7826,573.0709,296.24292,802.2375,9532.253,13355.857,12075.5625,4147.4116,4551.294,3748.0686,13316.699,1069.2101,2513.4731
67,6462.9795,1023.92816,8556.721,3479.8083,6211.1035,6492.766,48717.715,2947.063,763.6986,22888.273,9067.187,48867.836,4094.625,1498.621,3970.9082,2499.1384,2024.3503,26125.06,1002.3152,647.9341,624.7827,272.1017,692.0897,10290.221,13820.916,14674.004,4653.024,5117.8223,3628.558,14199.287,1291.9918,2885.042
68,5471.092,939.2305,7599.4844,2940.8438,4542.774,5458.6543,42056.53,2575.0015,616.256,20968.21,7609.586,38731.41,3948.0542,1327.6764,3338.4182,2178.8792,1911.4153,23996.723,844.0379,561.4059,544.8971,253.05446,636.4485,9578.797,11107.849,12392.175,4254.3193,4365.8,2950.53,11619.189,1114.9133,2489.6448
69,7434.8716,1205.3347,9606.769,4525.407,7376.097,7455.343,53412.586,3393.1677,916.2683,25628.16,10750.371,65683.69,5089.863,1791.988,4387.527,2788.1353,2096.3296,28000.074,1126.3333,673.2278,720.9733,364.39685,946.61066,11210.254,17173.855,16171.551,5268.7793,5888.1562,4881.3584,17563.338,1416.723,3205.8423
70,6753.114,1253.4403,9155.407,4797.037,6384.3545,6655.1587,46668.664,3309.4639,857.1571,23782.04,10391.59,65221.617,5168.2935,1717.4315,3738.476,2518.4385,2016.2366,23474.941,1015.8247,544.2457,695.37317,418.31018,1140.0874,10851.638,16828.387,13595.566,5027.883,5356.235,5215.8506,17107.777,1200.1465,2867.9146
71,5742.2466,965.0695,7789.2695,3067.7156,5518.4814,5677.0405,45059.258,2632.4585,604.39044,23813.01,7352.509,38948.625,4561.6494,1535.0613,3795.1108,2305.496,1972.7434,28507.559,894.73096,617.9011,524.6497,274.0855,592.2158,10159.068,10725.19,13822.621,4735.915,4763.0044,2956.5864,10991.433,1238.3612,2666.8652
72,5439.667,977.79785,7267.3965,3047.784,4541.751,5209.841,41475.715,2453.35,539.0299,23826.434,6770.6895,37496.28,5309.291,1590.5275,3509.719,2086.4324,1903.4619,28261.04,835.67194,568.35345,506.91696,300.56976,616.9789,9763.252,9618.01,12759.254,4675.58,4582.1177,2844.4355,10040.64,1199.7379,2509.303
